GKA,0.000000
MAG,6.000000
HGU,17.000000
LAE,2.000000
POM,146569.000000
WWK,3.000000
UAK,28846.000000
GOH,58544.000000
SFJ,66101.000000
THU,0.000000
AEY,0.000000
EGS,0.000000
HFN,0.000000
HZK,0.000000
IFJ,0.000000
KEF,64717.000000
PFJ,0.000000
RKV,19245.000000
SIJ,0.000000
VEY,0.000000
YAM,0.000000
\N,0.000000
YAY,0.000000
YAZ,0.000000
YBB,0.000000
YBC,0.000000
YBG,0.000000
YBK,0.000000
YBL,0.000000
YBR,0.000000
YCB,6.000000
YCD,0.000000
YCG,0.000000
YCH,0.000000
YCL,0.000000
YCO,6403.000000
YCT,0.000000
YCW,0.000000
YCY,6413.000000
YZS,2.000000
YDA,0.000000
YDB,0.000000
YDF,30664.000000
YDL,0.000000
YDN,0.000000
YDQ,0.000000
YEG,167888.000000
YEK,2.000000
YEN,0.000000
YET,0.000000
YEU,0.000000
YEV,25656.000000
YFB,71265.000000
YFC,0.000000
YFE,0.000000
YFO,0.000000
YFR,0.000000
YFS,0.000000
YGK,0.000000
YGL,25027.000000
YGP,0.000000
YGQ,0.000000
YGR,2.000000
YHB,0.000000
YHD,40.000000
YHI,4.000000
YHK,0.000000
YHM,0.000000
YHU,0.000000
YHY,0.000000
YHZ,15202.000000
YIB,0.000000
YIO,0.000000
YJN,0.000000
YJT,0.000000
YKA,0.000000
YKF,0.000000
YKL,518.000000
YKY,0.000000
YKZ,0.000000
YLD,0.000000
YLJ,0.000000
YLL,0.000000
YLT,0.000000
YLW,555.000000
YMA,0.000000
YMJ,0.000000
YMM,6413.000000
YMO,25659.000000
YMW,0.000000
YMX,0.000000
YNA,19211.000000
YND,0.000000
YNM,0.000000
YOC,0.000000
YOD,0.000000
YOJ,0.000000
YOW,74495.000000
YPA,0.000000
YPE,0.000000
YPG,0.000000
YPL,3205.000000
YPN,0.000000
YPQ,0.000000
YPR,0.000000
YPY,0.000000
YQA,0.000000
YQB,44917.000000
YQF,0.000000
YQG,0.000000
YQH,0.000000
YQK,205.000000
YQL,0.000000
YQM,119.000000
YQQ,0.000000
YQR,0.000000
YQT,142228.000000
YQU,0.000000
YQV,0.000000
YQW,0.000000
YQX,0.000000
YQY,0.000000
YQZ,0.000000
YRB,6417.000000
YRI,0.000000
YRJ,0.000000
YRM,0.000000
YRT,40278.000000
YSB,28.000000
YSC,0.000000
YSJ,0.000000
YSM,2.000000
YSR,0.000000
YSU,0.000000
YSY,0.000000
YTE,0.000000
YTH,6.000000
YTR,0.000000
YTS,35134.000000
YTZ,0.000000
YUB,0.000000
YUL,293684.000000
YUT,0.000000
YUX,0.000000
YUY,6.000000
YVC,0.000000
YVG,0.000000
YVM,0.000000
YVO,25515.000000
YVP,42299.000000
YVQ,44829.000000
YVR,222176.000000
YVT,0.000000
YVV,0.000000
YWA,0.000000
YWG,122841.000000
YWK,14119.000000
YWL,0.000000
YWY,0.000000
YXC,0.000000
YXD,0.000000
YXE,0.000000
YXH,0.000000
YXJ,0.000000
YXL,91479.000000
YXP,6417.000000
YXR,0.000000
YXS,6413.000000
YXT,0.000000
YXU,0.000000
YXX,0.000000
YXY,0.000000
YYB,0.000000
YYC,111623.000000
YYD,0.000000
YYE,0.000000
YYF,0.000000
YYG,0.000000
YYH,0.000000
YYJ,0.000000
YYL,0.000000
YYN,0.000000
YYQ,2382.000000
YYR,45656.000000
YYT,35874.000000
YYU,0.000000
YYW,0.000000
YYY,84.000000
YYZ,480450.000000
YZD,0.000000
YZE,0.000000
YZF,130814.000000
YZH,0.000000
YZP,0.000000
YZR,0.000000
YZT,0.000000
YZU,0.000000
YZV,77325.000000
YZW,0.000000
YZX,0.000000
ZFA,0.000000
ZFM,0.000000
QLD,0.000000
BUJ,0.000000
BJA,0.000000
ALG,111531.000000
DJG,0.000000
VVZ,0.000000
TMR,6.000000
GJL,0.000000
MZW,0.000000
AAE,0.000000
CZL,129.000000
TEE,0.000000
HRM,0.000000
TID,0.000000
TIN,0.000000
CFK,0.000000
TAF,0.000000
TLM,0.000000
ORN,9265.000000
BFW,0.000000
MUW,0.000000
AZR,6419.000000
BSK,0.000000
ELG,4.000000
GHA,3203.000000
HME,6355.000000
INZ,2.000000
TGR,0.000000
LOO,0.000000
TMX,0.000000
OGX,9672.000000
IAM,5.000000
COO,5705.000000
OUA,5100.000000
BOY,0.000000
ACC,32198.000000
TML,0.000000
NYI,0.000000
TKD,0.000000
ABJ,10134.000000
BYK,0.000000
DJO,0.000000
HGO,0.000000
MJC,0.000000
SPY,0.000000
ASK,0.000000
ABV,39918.000000
AKR,0.000000
BNI,0.000000
CBQ,0.000000
ENU,0.000000
IBA,0.000000
ILR,0.000000
JOS,0.000000
KAD,0.000000
KAN,0.000000
MIU,0.000000
MDI,0.000000
LOS,68612.000000
MXJ,0.000000
PHC,1702.000000
SKO,0.000000
YOL,0.000000
ZAR,0.000000
MFQ,0.000000
NIM,3983.000000
THZ,0.000000
AJY,0.000000
ZND,0.000000
MIR,0.000000
TUN,34612.000000
GAF,0.000000
GAE,0.000000
DJE,0.000000
EBM,0.000000
SFA,0.000000
TOE,3207.000000
LRL,0.000000
LFW,3947.000000
ANR,0.000000
BRU,172013.000000
CRL,646.000000
KJK,0.000000
LGG,3208.000000
OST,0.000000
OBL,0.000000
AOC,0.000000
IES,0.000000
REB,0.000000
QXH,0.000000
BBH,0.000000
ZMG,0.000000
CBU,0.000000
SXF,182.000000
DRS,0.000000
ERF,0.000000
FRA,482255.000000
FMO,0.000000
HAM,2851.000000
THF,0.000000
CGN,849.000000
DUS,29363.000000
MUC,209088.000000
NUE,173.000000
LEJ,0.000000
SCN,0.000000
STR,2969.000000
TXL,35070.000000
HAJ,0.000000
BRE,275.000000
QEF,0.000000
HHN,187.000000
MHG,0.000000
EIB,0.000000
SGE,0.000000
XFW,0.000000
KEL,0.000000
LBC,0.000000
ESS,0.000000
BFE,0.000000
MGL,0.000000
PAD,0.000000
DTM,63.000000
AGB,0.000000
OBF,0.000000
RBM,0.000000
FDH,0.000000
SZW,0.000000
BYU,0.000000
URD,0.000000
HOQ,0.000000
ZQW,0.000000
ZQL,0.000000
BWE,0.000000
KSF,0.000000
BRV,0.000000
EME,0.000000
WVN,0.000000
BMK,0.000000
NRD,0.000000
FLF,0.000000
GWT,0.000000
KDL,0.000000
URE,0.000000
EPU,0.000000
TLL,17010.000000
TAY,0.000000
ENF,0.000000
